Datum;PLZ;Straße;Müllart;Abholregion
17.12.;78467;Erikaweg;Biomuell;Konstanz
17.12.;78467;Erlenweg;Biomuell;Konstanz
22.12.;78467;Ernst-Bärtschi-Weg;Biomuell;Konstanz
16.12.;78467;Ernst-Sachs-Str.;Biomuell;Konstanz
21.12.;78465;Espenstr.;Biomuell;Konstanz
22.12.;78465;Fährmann-Clemens-Str.;Biomuell;Konstanz
22.12.;78462;Falkengasse;Biomuell;Konstanz
16.12.;78467;Färberstr.;Biomuell;Konstanz
17.12.;78467;Farnweg;Biomuell;Konstanz
16.12.;78464;Fasanenweg;Biomuell;Konstanz
22.12.;78465;Faustenholzstr.;Biomuell;Konstanz
16.12.;78464;Felchengang;Biomuell;Konstanz
22.12.;78462;Feldstr.;Biomuell;Konstanz
16.12.;78467;Felix-Wankel-Straße;Biomuell;Konstanz
16.12.;78467;Feursteinstr.;Biomuell;Konstanz
22.12.;78462;Fischenzstr. 1- 7 und 2- 10 (östl. von Europastr. B33);Biomuell;Konstanz
22.12.;78462;Fischenzstr. 39- 77 und 16- 54 (westl.von Europastr. B33);Biomuell;Konstanz
21.12.;78465;Fischergasse;Biomuell;Konstanz
16.12.;78464;Fischerstr.;Biomuell;Konstanz
22.12.;78462;Fischmarkt;Biomuell;Konstanz
22.12.;78465;Fließhornstr.;Biomuell;Konstanz
16.12.;78464;Flurweg;Biomuell;Konstanz
16.12.;78464;Fohrenbühlweg;Biomuell;Konstanz
16.12.;78464;Forellengang;Biomuell;Konstanz
16.12.;78464;Franz-Liszt-Str.;Biomuell;Konstanz
21.12.;78465;Franz-Moser-Str.;Biomuell;Konstanz
17.12.;78467;Freibürgleweg;Biomuell;Konstanz
17.12.;78467;Friedhofweg;Biomuell;Konstanz
17.12.;78464;Friedrich Str. 7- 39 und 2- 30 (von Zähringer Platz bis Höhenweg);Biomuell;Konstanz
17.12.;78464;Friedrich Str. 41- 95 und 32- 58 (von Höhenweg bis Universitätsstr.);Biomuell;Konstanz
17.12.;78464;Friedrich-Hug-Str.;Biomuell;Konstanz
22.12.;78462;Friedrich-Pecht-Weg;Biomuell;Konstanz
16.12.;78467;Fritz-Arnold-Str.;Biomuell;Konstanz
17.12.;78467;Fürstenbergstr. 1- 87 und 2- 70 (von Riedstraße bis Siebenbürgenerweg);Biomuell;Konstanz
17.12.;78467;Fürstenbergstr. 89- 127 und 74 -126 (von Siebenbürgenerweg bis Wollmatinger Str.);Biomuell;Konstanz
22.12.;78462;Fürstengutweg;Biomuell;Konstanz
17.12.;78467;Gabelsbergerstr.;Biomuell;Konstanz
21.12.;78465;Gartenpfad;Biomuell;Konstanz
22.12.;78462;Gartenstraße 1- 11 und 6- 18 (von Brauneggerstr. bis Untere Laube);Biomuell;Konstanz
22.12.;78462;Gartenstraße 17- 33 und 18 b- 80  (östlich Europastr.);Biomuell;Konstanz
22.12.;78462;Gartenstr. Zufahrt Schänzle (westlich Europastr.);Biomuell;Konstanz
21.12.;78465;Gartenweg;Biomuell;Konstanz
17.12.;78467;Gaußweg;Biomuell;Konstanz
17.12.;78467;Georg-Büchner-Weg;Biomuell;Konstanz
22.12.;78467;Georg-Elser-Platz;Biomuell;Konstanz
17.12.;78464;Gerhart-Hauptmann-Weg;Biomuell;Konstanz
22.12.;78462;Gerichtsgasse;Biomuell;Konstanz
16.12.;78467;Gerstäckerweg;Biomuell;Konstanz
16.12.;78464;Glärnischstr.;Biomuell;Konstanz
21.12.;78465;Glockenbrunnenstr.;Biomuell;Konstanz
16.12.;78467;Gnadenseeweg;Biomuell;Konstanz
22.12.;78467;Goebelbeckerstr.;Biomuell;Konstanz
22.12.;78467;Goethestr.;Biomuell;Konstanz
22.12.;78467;Gottfried-Keller-Str.;Biomuell;Konstanz
17.12.;78464;Gottfried-von-Herder-Weg;Biomuell;Konstanz
16.12.;78467;Gottlieb-Daimler-Str.;Biomuell;Konstanz
22.12.;78462;Gottlieber Str. 1- 7 und 2- 4 (von Brauneggerstr. bis Lutherplatz);Biomuell;Konstanz
22.12.;78462;Gottlieber Str. 13- 45 und 8- 56 a (von Friedrich-Pecht-Weg bis Brauneggerstr.);Biomuell;Konstanz
22.12.;78467;Gottmannplatz;Biomuell;Konstanz
21.12.;78465;Grasweiherweg;Biomuell;Konstanz
22.12.;78462;Grießeggstr.;Biomuell;Konstanz
21.12.;78465;Großh.-Friedrich-Str.;Biomuell;Konstanz
17.12.;78464;Grünenbergweg;Biomuell;Konstanz
16.12.;78464;Grüngang;Biomuell;Konstanz
22.12.;78467;Gustav-Schwab-Str.;Biomuell;Konstanz
17.12.;78467;Gutenbergweg;Biomuell;Konstanz
22.12.;78462;Gütlestr. (über Gottlieber Str.);Biomuell;Konstanz
22.12.;78462;Gütlestr. (über Leinerstr.);Biomuell;Konstanz
22.12.;78462;Hafenstr.;Biomuell;Konstanz
17.12.;78467;Hafnerweg;Biomuell;Konstanz
21.12.;78465;Hagstaffel;Biomuell;Konstanz
17.12.;78467;Haidelmoosweg;Biomuell;Konstanz
21.12.;78465;Halde;Biomuell;Konstanz
22.12.;78464;Haldenweg;Biomuell;Konstanz
16.12.;78464;Haltnauer Weg;Biomuell;Konstanz
22.12.;78462;Handelisgartenweg;Biomuell;Konstanz
16.12.;78464;Händelstr.;Biomuell;Konstanz
21.12.;78465;Hangweg;Biomuell;Konstanz
22.12.;78462;Hans-Breinlinger-Str.;Biomuell;Konstanz
17.12.;78464;Hansegartenstr.;Biomuell;Konstanz
17.12.;78467;Hansjakobweg;Biomuell;Konstanz
22.12.;78465;Hans-Lobisser-Str.;Biomuell;Konstanz
22.12.;78467;Hans-Sauerbruch-Str.;Biomuell;Konstanz
22.12.;78467;Hans-Thoma-Str.;Biomuell;Konstanz
17.12.;78464;Harder Gasse;Biomuell;Konstanz
17.12.;78467;Hardtstr.;Biomuell;Konstanz
17.12.;78467;Haspelweg;Biomuell;Konstanz
16.12.;78464;Haydnstr.;Biomuell;Konstanz
16.12.;78464;Hebelstr.;Biomuell;Konstanz
16.12.;78464;Hechtgang;Biomuell;Konstanz
21.12.;78465;Hegaublick;Biomuell;Konstanz
22.12.;78467;Hegaustr.;Biomuell;Konstanz
21.12.;78465;Hegner Str.;Biomuell;Konstanz
17.12.;78467;Heinrich-Heine-Straße;Biomuell;Konstanz
21.12.;78465;Heinr.-v.-Tettingen-Str.;Biomuell;Konstanz
16.12.;78467;Helene u. Maria-Schieß-St;Biomuell;Konstanz
22.12.;78467;Helene-Merk-Str.;Biomuell;Konstanz
16.12.;78464;Hermann-Hesse-Weg;Biomuell;Konstanz
16.12.;78464;Hermann-von-Vicari-Str.;Biomuell;Konstanz
17.12.;78467;Herosestr.;Biomuell;Konstanz
21.12.;78465;Herrenberg;Biomuell;Konstanz
21.12.;78465;Hesselbergweg;Biomuell;Konstanz
22.12.;78465;Heugäßle;Biomuell;Konstanz
22.12.;78462;Hieronymusgasse;Biomuell;Konstanz
22.12.;78467;Hindenburgstr.;Biomuell;Konstanz
16.12.;78464;Hinterhauser Str.;Biomuell;Konstanz
22.12.;78462;Hofhalde;Biomuell;Konstanz
16.12.;78464;Hoheneggstr. 1- 17 und 2- 14 (von Staaderstr. bis Schiffstr.);Biomuell;Konstanz
16.12.;78464;Hoheneggstr. 19- 85 und 20- 104 (von Schiffstr. bis Egg);Biomuell;Konstanz
22.12.;78462;Hohenhausgasse;Biomuell;Konstanz
22.12.;78465;Höhenrückenweg;Biomuell;Konstanz
17.12.;78464;Höhenweg;Biomuell;Konstanz
21.12.;78465;Holdersteig;Biomuell;Konstanz
21.12.;78465;Holländerstr.;Biomuell;Konstanz
16.12.;78467;Horchstr.;Biomuell;Konstanz
17.12.;78467;Höriblick;Biomuell;Konstanz
22.12.;78465;Hornwiesenstr.;Biomuell;Konstanz
22.12.;78462;Hüetlinstr.;Biomuell;Konstanz
22.12.;78462;Hussenstr.;Biomuell;Konstanz
21.12.;78465;Im Apfelgarten;Biomuell;Konstanz
21.12.;78465;Im Baumgarten;Biomuell;Konstanz
21.12.;78465;Im Grün;Biomuell;Konstanz
21.12.;78465;Im Grund;Biomuell;Konstanz
17.12.;78464;Im Klostergut;Biomuell;Konstanz
21.12.;78465;Im Langenberg;Biomuell;Konstanz
17.12.;78467;Im Langert;Biomuell;Konstanz
21.12.;78465;Im Loh;Biomuell;Konstanz
17.12.;78464;Im Neugut;Biomuell;Konstanz
21.12.;78465;Im Tiergarten;Biomuell;Konstanz
17.12.;78464;Im Weinberg;Biomuell;Konstanz
21.12.;78465;In den Dorfäckern;Biomuell;Konstanz
21.12.;78465;In den Reben;Biomuell;Konstanz
22.12.;78467;In der Gebhardsösch;Biomuell;Konstanz
22.12.;78462;Inselgasse;Biomuell;Konstanz
17.12.;78467;Irisweg;Biomuell;Konstanz
17.12.;78464;Jacob-Burckhardt-Str.;Biomuell;Konstanz
22.12.;78467;Jahnstr.;Biomuell;Konstanz
16.12.;78467;Jakob-Stadler-Platz;Biomuell;Konstanz
16.12.;78464;Jakobstr. 1- 49 und 8- 56 (von Staader Str. bis Hermann-von-Vicari-Str.);Biomuell;Konstanz
16.12.;78464;Jakobstr. 79- 99 und 58- 76 (von Hermann-von-Vicari-Str. bis Eichhornstr.);Biomuell;Konstanz
16.12.;78464;J.-Sebastian-Bach-Str.;Biomuell;Konstanz
16.12.;78464;J.-A.-Feuchtmayer-Str.;Biomuell;Konstanz
16.12.;78467;Joseph-Belli-Weg;Biomuell;Konstanz
16.12.;78464;Jungerhalde;Biomuell;Konstanz
16.12.;78464;Kamorstr.;Biomuell;Konstanz
22.12.;78462;Kanzleistr.;Biomuell;Konstanz
16.12.;78464;Kapellenweg;Biomuell;Konstanz
21.12.;78465;Kapitän-Romer-Str.;Biomuell;Konstanz
22.12.;78462;Kappelersgutweg;Biomuell;Konstanz
22.12.;78467;Karl-Einhart-Str.;Biomuell;Konstanz
22.12.;78467;Karl-Großhans-Weg;Biomuell;Konstanz
17.12.;78467;Karlsruher Str.;Biomuell;Konstanz
17.12.;78464;Käthe-Kollwitz-Weg;Biomuell;Konstanz
22.12.;78462;Katzgasse;Biomuell;Konstanz
21.12.;78465;Kelhofstr.;Biomuell;Konstanz
17.12.;78467;Kennerweg;Biomuell;Konstanz
17.12.;78467;Keplerweg;Biomuell;Konstanz
16.12.;78467;Kindlebildstr.;Biomuell;Konstanz
16.12.;78464;Kirchgasse;Biomuell;Konstanz
21.12.;78465;Kirchplatz;Biomuell;Konstanz
22.12.;78467;Klingenbergstr.;Biomuell;Konstanz
22.12.;78462;Klostergasse;Biomuell;Konstanz
17.12.;78467;Kneippweg;Biomuell;Konstanz
16.12.;78464;Koberleweg;Biomuell;Konstanz
21.12.;78465;Komturweg;Biomuell;Konstanz
17.12.;78464;Königsbaustr.;Biomuell;Konstanz
17.12.;78467;Königsberger Str.;Biomuell;Konstanz
22.12.;78462;Konradigasse;Biomuell;Konstanz
17.12.;78464;Konrad-Witz-Str.;Biomuell;Konstanz
16.12.;78467;Konrad-Zuse-Str.;Biomuell;Konstanz
21.12.;78465;Konstanzer Str.;Biomuell;Konstanz
21.12.;78465;Konstanzer Weg;Biomuell;Konstanz
22.12.;78462;Konzilstr.;Biomuell;Konstanz
17.12.;78467;Kopernikusweg;Biomuell;Konstanz
21.12.;78465;Kornblumenweg;Biomuell;Konstanz
21.12.;78465;Kreuzäckerweg;Biomuell;Konstanz
22.12.;78462;Kreuzlinger Str.;Biomuell;Konstanz
21.12.;78465;Kronbohlstr.;Biomuell;Konstanz
21.12.;78465;Kuckucksweg;Biomuell;Konstanz
17.12.;78467;Küferweg;Biomuell;Konstanz
17.12.;78464;Kuhmoosweg;Biomuell;Konstanz
22.12.;78462;Labhardsweg;Biomuell;Konstanz
21.12.;78465;Langenrainer Str.;Biomuell;Konstanz
17.12.;78467;Längerbohlstr.;Biomuell;Konstanz
17.12.;78464;Langhardtstr.;Biomuell;Konstanz
22.12.;78462;Leinerstr.;Biomuell;Konstanz
17.12.;78467;Leipziger Str.;Biomuell;Konstanz
22.12.;78467;Leopold-Spiegel-Weg;Biomuell;Konstanz
21.12.;78465;Lerchenweg;Biomuell;Konstanz
22.12.;78467;Lessingstr.;Biomuell;Konstanz
16.12.;78467;Lilienthalstr.;Biomuell;Konstanz
16.12.;78464;Lindauer Str.;Biomuell;Konstanz
16.12.;78467;Line-Eid-Str.;Biomuell;Konstanz
21.12.;78465;Linzgaublick;Biomuell;Konstanz
17.12.;78467;Litzelstetter Str.;Biomuell;Konstanz
16.12.;78467;Lohnerhofstr.;Biomuell;Konstanz
22.12.;78462;Löhrystr. ;Biomuell;Konstanz
16.12.;78464;Lorettosteig;Biomuell;Konstanz
22.12.;78467;Lortzingstr.;Biomuell;Konstanz
17.12.;78467;Löwengasse;Biomuell;Konstanz
16.12.;78467;Löwernweg;Biomuell;Konstanz
17.12.;78464;Luisenstr.;Biomuell;Konstanz
22.12.;78462;Lutherplatz;Biomuell;Konstanz
16.12.;78464;Luziengang;Biomuell;Konstanz
21.12.;78465;Luzzilonweg;Biomuell;Konstanz
16.12.;78467;Macairestr.;Biomuell;Konstanz
17.12.;78467;Magdeburger Str.;Biomuell;Konstanz
16.12.;78464;Mainaustr.  2, 4 und 6;Biomuell;Konstanz
16.12.;78464;Mainaustr. 5- 61 und 8- 52 (von Glärnischstr. bis Zur Friedrichshöhe);Biomuell;Konstanz
16.12.;78464;Mainaustr. 63- 79 und 66- 78 (von Zur Friedrichshöhe bis Herman-von-Vicari-Str.);Biomuell;Konstanz
16.12.;78464;Mainaustr. 139- 155 und 90- 158 (von Hermann-von-Vicari-Str. bis Schiffstr.);Biomuell;Konstanz
16.12.;78464;Mainaustr. 157- 181 und 160- 198 c (von Schiffstr. bis Egg);Biomuell;Konstanz
16.12.;78464;Mainaustr. 185- 209 k und 202- 236 (in Egg);Biomuell;Konstanz
21.12.;78465;Mainauweg;Biomuell;Konstanz
22.12.;78462;Mangoldstr.;Biomuell;Konstanz
16.12.;78467;Mannheimer Str.;Biomuell;Konstanz
22.12.;78462;Maria-Ellenrieder-Str.;Biomuell;Konstanz
16.12.;78464;Maria-Hilf-Platz;Biomuell;Konstanz
22.12.;78462;Marienhausgasse;Biomuell;Konstanz
21.12.;78465;Marienweg;Biomuell;Konstanz
22.12.;78467;Markgrafenstr.;Biomuell;Konstanz
22.12.;78462;Marktstätte;Biomuell;Konstanz
22.12.;78462;Marmorstr.;Biomuell;Konstanz
21.12.;78465;Martin-Schleyer-Str.;Biomuell;Konstanz
22.12.;78467;Martin-Venedey-Str.;Biomuell;Konstanz
16.12.;78467;Max-Josef-Metzger-Weg;Biomuell;Konstanz
16.12.;78467;Max-Stromeyer-Str. 1- 29 und 2- 130 (von Oberlohnstr. bis Gottmannplatz);Biomuell;Konstanz
16.12.;78467;Max-Stromeyer-Str. 31- 59 und 146- 180 (von Riedstr. bis Oberlohnstr.);Biomuell;Konstanz
16.12.;78467;Maybachstr.;Biomuell;Konstanz
22.12.;78462;Mayenfischstr.;Biomuell;Konstanz
16.12.;78464;Meersburger Str.;Biomuell;Konstanz
21.12.;78465;Meisenweg;Biomuell;Konstanz
22.12.;78467;Menzelstr.;Biomuell;Konstanz
17.12.;78467;Mergenthalerweg;Biomuell;Konstanz
22.12.;78465;Metzgersbrunnweg;Biomuell;Konstanz
21.12.;78465;Milanweg;Biomuell;Konstanz
21.12.;78465;Mittelsberg;Biomuell;Konstanz
21.12.;78465;Mittelstr.;Biomuell;Konstanz
17.12.;78467;Mittelweg;Biomuell;Konstanz
22.12.;78467;Moltkestr.;Biomuell;Konstanz
17.12.;78467;Mondrauteweg;Biomuell;Konstanz
17.12.;78467;Moorkieferweg;Biomuell;Konstanz
17.12.;78464;Moorweg;Biomuell;Konstanz
22.12.;78467;Moosstr.;Biomuell;Konstanz
21.12.;78465;Moosweg;Biomuell;Konstanz
22.12.;78462;Morinckweg;Biomuell;Konstanz
22.12.;78462;Mosbruggerstr.;Biomuell;Konstanz
16.12.;78464;Möwenring;Biomuell;Konstanz
21.12.;78465;Möwenweg;Biomuell;Konstanz
16.12.;78464;Mozartstr.;Biomuell;Konstanz
22.12.;78465;Mühlbachweg;Biomuell;Konstanz
17.12.;78467;Mühlenweg (außer Hausnr. 44 bis 48);Biomuell;Konstanz
16.12.;78467;Mühlenweg (nur Hausnr. 44 bis 48);Biomuell;Konstanz
22.12.;78462;Münsterplatz;Biomuell;Konstanz
22.12.;78462;Muntpratstr.;Biomuell;Konstanz
22.12.;78462;Münzgasse;Biomuell;Konstanz
16.12.;78467;Näherinnenstr.;Biomuell;Konstanz
16.12.;78464;Nestgasse;Biomuell;Konstanz
22.12.;78462;Neugasse;Biomuell;Konstanz
16.12.;78464;Neuhauser Str.;Biomuell;Konstanz
21.12.;78465;Neuhof;Biomuell;Konstanz
22.12.;78462;Niederburggasse;Biomuell;Konstanz
22.12.;78465;Nikolausweg;Biomuell;Konstanz
21.12.;78465;Oberdorfstr.;Biomuell;Konstanz
22.12.;78462;Obere Augustinergasse;Biomuell;Konstanz
21.12.;78465;Obere Bündt;Biomuell;Konstanz
22.12.;78462;Obere Laube;Biomuell;Konstanz
17.12.;78467;Oberlinweg;Biomuell;Konstanz
16.12.;78467;Oberlohnstr.;Biomuell;Konstanz
22.12.;78462;Obermarkt;Biomuell;Konstanz
16.12.;78464;Oberstegle;Biomuell;Konstanz
22.12.;78465;Obstgarten;Biomuell;Konstanz
16.12.;78467;Opelstr.;Biomuell;Konstanz
22.12.;78467;Otto-Adam-Str.;Biomuell;Konstanz
22.12.;78462;Otto-Raggenbass-Str.;Biomuell;Konstanz
21.12.;78465;Pappelweg;Biomuell;Konstanz
22.12.;78462;Paradiesstr.;Biomuell;Konstanz
17.12.;78467;Paul-Gerhardt-Weg;Biomuell;Konstanz
22.12.;78467;Pauline-Gutjahr-Weg;Biomuell;Konstanz
22.12.;78467;Pestalozzistr.;Biomuell;Konstanz
16.12.;78464;Peter-Thumb-Str.;Biomuell;Konstanz
16.12.;78464;Peter-Rosegger-Weg;Biomuell;Konstanz
22.12.;78467;Petershauser Str.;Biomuell;Konstanz
17.12.;78467;Pettenkoferweg;Biomuell;Konstanz
22.12.;78462;Pfalzgarten;Biomuell;Konstanz
17.12.;78467;Pirminweg;Biomuell;Konstanz
17.12.;78467;Radolfzeller Str. 1- 15 und 2- 14 (von Schwaketenstr. bis Riedstr.);Biomuell;Konstanz
17.12.;78467;Radolfzeller Str. 17- 123 und 16- 106  (von Ortsanfang bis Schwaketenstr.);Biomuell;Konstanz
21.12.;78465;Raiffeisenstr.;Biomuell;Konstanz
21.12.;78465;Rainwiesenweg;Biomuell;Konstanz
22.12.;78464;Raitebergweg;Biomuell;Konstanz
22.12.;78462;Raitenaugasse;Biomuell;Konstanz
22.12.;78465;Rathausplatz;Biomuell;Konstanz
22.12.;78462;Raueneckgasse;Biomuell;Konstanz
17.12.;78464;Rauhgasse;Biomuell;Konstanz
22.12.;78464;Rebbergstr.;Biomuell;Konstanz
21.12.;78465;Rebweg;Biomuell;Konstanz
22.12.;78467;Reichenaustr. 5- 11 a und 2- 34 (von Schneckenburgstr. bis Petershauser Str.);Biomuell;Konstanz
16.12.;78467;Reichenaustr. 13- 39 a und 36 (von Oberlohnstr. bis Schneckenburgerstr.);Biomuell;Konstanz
16.12.;78467;Reichenaustr. 41- 81 und 184a- 244 (von Riedstr. bis Oberlohnstr.);Biomuell;Konstanz
16.12.;78467;Reisstr.;Biomuell;Konstanz
16.12.;78464;Renkenweg;Biomuell;Konstanz
17.12.;78467;Reutestr.;Biomuell;Konstanz
22.12.;78462;Rheingasse;Biomuell;Konstanz
22.12.;78462;Rheingutstr. 1- 7 und 2- 14 (von Brauneggerstr. bis Schottenstr.);Biomuell;Konstanz
22.12.;78462;Rheingutstr. 9- 45 und 22- 40 (von Hans-Breinlinger-Str. bis Brauneggerstr. );Biomuell;Konstanz
22.12.;78462;Rheinsteig;Biomuell;Konstanz
16.12.;78464;Richard-Wagner-Str.;Biomuell;Konstanz
22.12.;78462;Richentalstr.;Biomuell;Konstanz
16.12.;78467;Riedstr. ;Biomuell;Konstanz
17.12.;78467;Riesenbergweg;Biomuell;Konstanz
21.12.;78465;Ringstr.;Biomuell;Konstanz
16.12.;78467;Robert-Bosch-Str.;Biomuell;Konstanz
22.12.;78467;Robert-Gerwig-Str.;Biomuell;Konstanz
17.12.;78467;Robert-Koch-Str.;Biomuell;Konstanz
22.12.;78462;Rosenlächerweg;Biomuell;Konstanz
21.12.;78465;Rosenweg;Biomuell;Konstanz
22.12.;78462;Rosgartenstr.;Biomuell;Konstanz
17.12.;78467;Rosmarinheideweg;Biomuell;Konstanz
16.12.;78467;Rudolf-Diesel-Str.;Biomuell;Konstanz
16.12.;78464;Ruppanerstr.;Biomuell;Konstanz
16.12.;78464;Sackgasse;Biomuell;Konstanz
22.12.;78467;Salemer Weg;Biomuell;Konstanz
16.12.;78464;Salesianerweg;Biomuell;Konstanz
22.12.;78462;Salmannsweilergasse;Biomuell;Konstanz
22.12.;78467;Sankt-Gebhard-Platz 1- 7 (von Theodor-Heuss-Str. bis Hegaustr.);Biomuell;Konstanz
17.12.;78467;Sankt-Gebhard-Platz;Biomuell;Konstanz
22.12.;78467;Sankt-Gebhard-Str.;Biomuell;Konstanz
22.12.;78462;Sankt-Johann-Gasse;Biomuell;Konstanz
17.12.;78465;Sankt-Katharina;Biomuell;Konstanz
21.12.;78465;Sankt-Katharinen-Weg;Biomuell;Konstanz
21.12.;78465;Sankt-Leonhard-Weg;Biomuell;Konstanz
22.12.;78462;Sankt-Martins-Weg;Biomuell;Konstanz
22.12.;78462;Sankt-Stephans-Platz;Biomuell;Konstanz
21.12.;78465;Sankt-Verena-Weg;Biomuell;Konstanz
21.12.;78465;Säntisblick;Biomuell;Konstanz
16.12.;78464;Säntisstr. 1- 7 und 2- 4 b (Seestr. bis Mainaustr.);Biomuell;Konstanz
16.12.;78464;Säntisstr. 6- 8 (von Mainaustr. bis Sankt-Gebhard-Platz);Biomuell;Konstanz
22.12.;78462;Scheffelstr.;Biomuell;Konstanz
16.12.;78464;Schiffstr.;Biomuell;Konstanz
22.12.;78467;Schillerstr.;Biomuell;Konstanz
17.12.;78467;Schleyerweg;Biomuell;Konstanz
21.12.;78465;Schmidtenbühlstr.;Biomuell;Konstanz
22.12.;78467;Schneckenburgstr.;Biomuell;Konstanz
22.12.;78462;Schobuliweg;Biomuell;Konstanz
22.12.;78462;Schottenplatz;Biomuell;Konstanz
22.12.;78462;Schottenstr. 1- 73 und 2- 20 (von Gottlieberstr. bis Rheingutstr.);Biomuell;Konstanz
22.12.;78462;Schottenstr. 75- 79 (von Rheingutstr. bis Webersteig);Biomuell;Konstanz
22.12.;78462;Schreibergasse;Biomuell;Konstanz
17.12.;78467;Schreinerweg;Biomuell;Konstanz
16.12.;78464;Schubertstr.;Biomuell;Konstanz
22.12.;78462;Schulstr.;Biomuell;Konstanz
22.12.;78462;Schulthaißstr.;Biomuell;Konstanz
21.12.;78465;Schulweg;Biomuell;Konstanz
16.12.;78467;Schürmann-Horster-Weg;Biomuell;Konstanz
22.12.;78462;Schützenstr.;Biomuell;Konstanz
17.12.;78467;Schwaketenstr.;Biomuell;Konstanz
21.12.;78465;Schwanenstieg;Biomuell;Konstanz
21.12.;78465;Schwanenweg;Biomuell;Konstanz
22.12.;78462;Schwedenschanze;Biomuell;Konstanz
21.12.;78465;Seeblick;Biomuell;Konstanz
16.12.;78464;Seehalde;Biomuell;Konstanz
21.12.;78465;Seehang;Biomuell;Konstanz
16.12.;78467;Seerückenstraße;Biomuell;Konstanz
16.12.;78464;Seestr.;Biomuell;Konstanz
16.12.;78464;Seeuferweg;Biomuell;Konstanz
16.12.;78467;Seilerstr.;Biomuell;Konstanz
17.12.;78467;Senefelderweg;Biomuell;Konstanz
16.12.;78464;Sepp-Biehler-Str.;Biomuell;Konstanz
17.12.;78467;Siebenbürgener Weg;Biomuell;Konstanz
16.12.;78464;Siedlerweg;Biomuell;Konstanz
16.12.;78467;Siemensstr.;Biomuell;Konstanz
17.12.;78464;Sierenmoosstr.;Biomuell;Konstanz
22.12.;78462;Sigismundstr.;Biomuell;Konstanz
17.12.;78464;Silvanerweg;Biomuell;Konstanz
21.12.;78465;Sommerbergstr.;Biomuell;Konstanz
17.12.;78464;Sonnenbühlstr.;Biomuell;Konstanz
21.12.;78465;Sonneneck;Biomuell;Konstanz
17.12.;78464;Sonnenrain;Biomuell;Konstanz
17.12.;78467;Sonnentauweg;Biomuell;Konstanz
22.12.;78467;Spanierstr.;Biomuell;Konstanz
17.12.;78464;Spechtweg;Biomuell;Konstanz
16.12.;78464;Staader Thalweg;Biomuell;Konstanz
16.12.;78464;Staader Str.;Biomuell;Konstanz
22.12.;78462;Stadelhofgasse;Biomuell;Konstanz
17.12.;78467;Steinhartstr.;Biomuell;Konstanz
22.12.;78465;Steinrennen;Biomuell;Konstanz
22.12.;78467;Steinstr.;Biomuell;Konstanz
17.12.;78467;Sternengasse;Biomuell;Konstanz
17.12.;78467;Stettiner Str.;Biomuell;Konstanz
16.12.;78467;Stickerinnenstr.;Biomuell;Konstanz
17.12.;78467;Stifterstr.;Biomuell;Konstanz
17.12.;78464;Stockackerweg;Biomuell;Konstanz
16.12.;78467;Stromeyersdorfstr.;Biomuell;Konstanz
17.12.;78467;Taborweg;Biomuell;Konstanz
22.12.;78462;Tägermoosstr.;Biomuell;Konstanz
22.12.;78462;Talgartenstr.;Biomuell;Konstanz
22.12.;78467;Tenbrinkstr.;Biomuell;Konstanz
22.12.;78462;Theatergasse;Biomuell;Konstanz
22.12.;78467;Theodor-Heuss-Str.;Biomuell;Konstanz
22.12.;78465;Thingoltstr.;Biomuell;Konstanz
17.12.;78467;Thomas-Sättele-Str.;Biomuell;Konstanz
22.12.;78462;Tirolergasse;Biomuell;Konstanz
21.12.;78465;Tobelweg;Biomuell;Konstanz
22.12.;78462;Torgasse;Biomuell;Konstanz
21.12.;78465;Torkeläcker;Biomuell;Konstanz
21.12.;78465;Torkelbergstr.;Biomuell;Konstanz
22.12.;78462;Tulengasse;Biomuell;Konstanz
16.12.;78467;Turmstr.;Biomuell;Konstanz
22.12.;78462;Turnierstr.;Biomuell;Konstanz
16.12.;78464;Überlinger Str.;Biomuell;Konstanz
21.12.;78465;Uferstr.;Biomuell;Konstanz
17.12.;78464;Uhlandstr.;Biomuell;Konstanz
17.12.;78464;Universitätsstr.;Biomuell;Konstanz
21.12.;78465;Unter dem Torkelberg;Biomuell;Konstanz
22.12.;78462;Untere Augustinergasse;Biomuell;Konstanz
22.12.;78465;Untere Bohlstr.;Biomuell;Konstanz
21.12.;78465;Untere Bündt;Biomuell;Konstanz
22.12.;78462;Untere Laube 1- 17 und 2 (von Rheinsteig bis Inselgasse);Biomuell;Konstanz
22.12.;78462;Untere Laube 29- 49 und 4- 36 (von Paradiesstr. bis Inselgasse);Biomuell;Konstanz
22.12.;78465;Unterrießstr.;Biomuell;Konstanz
16.12.;78467;Unterseestr.;Biomuell;Konstanz
16.12.;78464;Unterstegle;Biomuell;Konstanz
17.12.;78467;Urisbergweg;Biomuell;Konstanz
21.12.;78465;Volapükweg;Biomuell;Konstanz
22.12.;78467;Von-Emmich-Str.;Biomuell;Konstanz
22.12.;78462;Vor der Halde;Biomuell;Konstanz
22.12.;78465;Vordere Weidstaud;Biomuell;Konstanz
21.12.;78465;Waldemar-Besson-Str.;Biomuell;Konstanz
21.12.;78465;Waldstr.;Biomuell;Konstanz
22.12.;78462;Wallgutstr. 3- 11 und 4- 12 (von Brauneggerstr. bis Laube);Biomuell;Konstanz
22.12.;78462;Wallgutstr. 13- 47 und 14- 38 (von Feldstr. bis Brauneggerstr.);Biomuell;Konstanz
